time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-03-01 19:31:11.483 UTC, , , , , , , , , ,125,3159893,14040, , ,3, ,9, , , , , , , , , ,3,3, , , , ,1,5, , , , , , , , , , , , , , , , ,1377,1,744,744,1, ,2,4,1427,476282073088,57,57,57,57, , , , , ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677699071187,,, , , , , , , , , ,3145728,1377,1,1,1,1, , , ,4,4,3,5, ,3,5, , , , , ,38,1, , , ,12288,3,1389,5, , , , , , ,1,3,14530720,-1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:11:01.947 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475260551168,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677791461599,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,3,14556712,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:15:10.881 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475259752448,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677791710579,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,3,14493896,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:19:45.500 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,19,3,0,16, , , , , , , ,3,3, ,2, ,2,1,5, ,17,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475255443456,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677791985207,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,2,14598760,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:20:02.565 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475255439360,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677792002272,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,3,14450088,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:28:36.935 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475297177600,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677792516643,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,2,14380784,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:29:03.355 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475297267712,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677792543058,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,2,14502400,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:32:02.207 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475298942976,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677792721920,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,3,14429784,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:35:46.241 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475297312768,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677792945951,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,3,14494192,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-03-02 21:47:05.676 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,475291430912,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1677793625379,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , , , ,1,2,14458072,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
